,word,value
1537,harsh,-2
1538,harsher,-2
1539,harshest,-2
1540,harshly,-2
1541,hate,-3
1542,hated,-3
1543,hater,-3
1544,haters,-3
1545,hates,-3
1546,hating,-3
1547,hatred,-3
1548,haunt,-1
1549,haunted,-2
1550,haunting,1
1551,haunts,-1
1552,havoc,-2
1553,hazardous,-3
1554,headache,-2
1555,healthy,2
1556,heartbreaking,-3
1557,heartbroken,-3
1558,heartfelt,3
1559,heartless,-2
1560,heartwarming,3
1561,heaven,2
1562,heavenly,4
1563,heavyhearted,-2
1564,hehe,2
1565,hell,-4
1566,hellish,-2
1567,help,2
1568,helpful,2
1569,helping,2
1570,helpless,-2
1571,helps,2
1572,hero,2
1573,heroes,2
1574,heroic,3
1575,hesitant,-2
1576,hesitate,-2
1577,hid,-1
1578,hide,-1
1579,hideous,-3
1580,hides,-1
1581,hiding,-1
1582,highlight,2
1583,hilarious,2
1584,hinder,-2
1585,hindrance,-2
1586,hoax,-2
1587,hollow,-1
1588,homeless,-2
1589,homesick,-2
1590,homicide,-2
1591,homicides,-2
1592,honest,2
1593,honor,2
1594,honored,2
1595,honoring,2
1596,honour,2
1597,honoured,2
1598,honouring,2
1599,hooligan,-2
1600,hooliganism,-2
1601,hooligans,-2
1602,hope,2
1603,hopeful,2
1604,hopefully,2
1605,hopeless,-2
1606,hopelessness,-2
1607,hopes,2
1608,hoping,2
1609,horrendous,-3
1610,horrid,-3
1611,horrible,-3
1612,horrific,-3
1613,horrified,-3
1614,hospitalized,-2
1615,hostile,-2
1616,huckster,-2
1617,hug,2
1618,huge,1
1619,hugs,2
1620,humane,2
1621,humble,1
1622,humbug,-2
1623,humerous,3
1624,humiliated,-3
1625,humiliation,-3
1626,humor,2
1627,humorous,2
1628,humour,2
1629,humourous,2
1630,hunger,-2
1631,hurrah,5
1632,hurt,-2
1633,hurting,-2
1634,hurts,-2
1635,hypocritical,-2
1636,hysteria,-3
1637,hysterical,-3
1638,hysterics,-3
1639,icky,-3
1640,idiocy,-3
1641,idiot,-3
1642,idiotic,-3
1643,ignorance,-2
1644,ignorant,-2
1645,ignore,-1
1646,ignored,-2
1647,ignores,-1
1648,ill,-2
1649,ill-fated,-2
1650,illegal,-3
1651,illegally,-3
1652,illegitimate,-3
1653,illiteracy,-2
1654,illness,-2
1655,illnesses,-2
1656,illogical,-2
1657,imaginative,2
1658,imbecile,-3
1659,immobilized,-1
1660,immortal,2
1661,immune,1
1662,impair,-2
1663,impaired,-2
1664,impairing,-2
1665,impairment,-2
1666,impairs,-2
1667,impatient,-2
1668,impeachment,-3
1669,impeachments,-3
1670,impede,-2
1671,impeded,-2
1672,impedes,-2
1673,impeding,-2
1674,impedingly,-2
1675,imperfect,-2
1676,importance,2
1677,important,2
1678,impose,-1
1679,imposed,-1
1680,imposes,-1
1681,imposing,-1
1682,imposter,-2
1683,impotent,-2
1684,impress,3
1685,impressed,3
1686,impresses,3
1687,impressive,3
1688,imprisoned,-2
1689,imprisonment,-2
1690,improper,-2
1691,improperly,-2
1692,improve,2
1693,improved,2
1694,improvement,2
1695,improves,2
1696,improving,2
1697,inability,-2
1698,inaction,-2
1699,inadequate,-2
1700,inadvertently,-2
1701,inappropriate,-2
1702,incapable,-2
1703,incapacitated,-2
1704,incapacitates,-2
1705,incapacitating,-2
1706,incense,-2
1707,incensed,-2
1708,incenses,-2
1709,incensing,-2
1710,incoherent,-2
1711,incompetence,-2
1712,incompetent,-2
1713,incomplete,-1
1714,incomprehensible,-2
1715,inconsiderate,-2
1716,inconvenience,-2
1717,inconvenient,-2
1718,increase,1
1719,increased,1
1720,indecisive,-2
1721,indestructible,2
1722,indicted,-2
1723,indifference,-2
1724,indifferent,-2
1725,indignant,-2
1726,indignation,-2
1727,indoctrinate,-2
1728,indoctrinated,-2
1729,indoctrinates,-2
1730,indoctrinating,-2
1731,inediable,-2
1732,inexorable,-3
1733,inexcusable,-3
1734,ineffective,-2
1735,ineffectively,-2
1736,ineffectual,-2
1737,inefficiency,-2
1738,inefficient,-2
1739,inefficiently,-2
1740,inept,-2
1741,ineptitude,-2
1742,infantile,-2
1743,infantilized,-2
1744,infatuated,2
1745,infatuation,2
1746,infect,-2
1747,infected,-2
1748,infecting,-2
1749,infection,-2
1750,infections,-2
1751,infectious,-2
1752,infects,-2
1753,inferior,-2
1754,infest,-2
1755,infested,-2
1756,infesting,-2
1757,infests,-2
1758,inflamed,-2
1759,inflict,-2
1760,inflicted,-2
1761,inflicting,-2
1762,inflicts,-2
1763,influential,2
1764,infract,-2
1765,infracted,-2
1766,infracting,-2
1767,infracts,-2
1768,infringement,-2
1769,infuriate,-2
1770,infuriated,-2
1771,infuriates,-2
1772,infuriating,-2
1773,inhibit,-1
1774,inhuman,-2
1775,injured,-2
1776,injuries,-2
1777,injury,-2
1778,injustice,-2
1779,innovate,1
1780,innovates,1
1781,innovation,1
1782,innovative,2
1783,inoperative,-2
1784,inquisition,-2
1785,inquisitive,2
1786,insane,-2
1787,insanity,-2
1788,insecure,-2
1789,insensitive,-2
1790,insensitivity,-2
1791,insignificant,-2
1792,insipid,-2
1793,insolvent,-2
1794,insomnia,-2
1795,inspiration,2
1796,inspirational,2
1797,inspire,2
1798,inspired,2
1799,inspires,2
1800,inspiring,3
1801,insufficiency,-2
1802,insufficient,-2
1803,insufficiently,-2
1804,insult,-2
1805,insulted,-2
1806,insulting,-2
1807,insults,-2
1808,intact,2
1809,integrity,2
1810,intelligent,2
1811,intense,1
1812,interest,1
1813,interested,2
1814,interesting,2
1815,interests,1
1816,interrogated,-2
1817,interrupt,-2
1818,interrupted,-2
1819,interrupting,-2
1820,interruption,-2
1821,interrupts,-2
1822,intimacy,2
1823,intimidate,-2
1824,intimidated,-2
1825,intimidates,-2
1826,intimidating,-2
1827,intimidation,-2
1828,intransigence,-2
1829,intransigency,-2
1830,intricate,2
1831,intrigues,1
1832,invasion,-1
1833,invincible,2
1834,invite,1
1835,inviting,1
1836,invulnerable,2
1837,irate,-3
1838,ironic,-1
1839,irony,-1
1840,irrational,-1
1841,irreparable,-2
1842,irreproducible,-2
1843,irresistible,2
1844,irresistibly,2
1845,irresolute,-2
1846,irresponsible,-2
1847,irresponsibly,-2
1848,irreversible,-1
1849,irreversibly,-1
1850,irritate,-3
1851,irritated,-3
1852,irritates,-3
1853,irritating,-3
1854,isolated,-1
1855,itchy,-2
1856,jackass,-4
1857,jackasses,-4
1858,jailed,-2
1859,jaunty,2
1860,jealous,-2
1861,jealousy,-2
1862,jeopardy,-2
1863,jerk,-3
1864,jesus,1
1865,jewel,1
1866,jewels,1
1867,jocular,2
1868,join,1
1869,joke,2
1870,jokes,2
1871,jolly,2
1872,jovial,2
1873,joy,3
1874,joyful,3
1875,joyfully,3
1876,joyless,-2
1877,joyous,3
1878,jubilant,3
1879,jumpy,-1
1880,justice,2
1881,justifiably,2
1882,justified,2
1883,keen,1
1884,kickback,-3
1885,kickbacks,-3
1886,kidnap,-2
1887,kidnapped,-2
1888,kidnapping,-2
1889,kidnappings,-2
1890,kidnaps,-2
1891,kill,-3
1892,killed,-3
1893,killing,-3
1894,kills,-3
1895,kind,2
1896,kind of,0
1897,kinder,2
1898,kindness,2
1899,kiss,2
1900,kudos,3
1901,lack,-2
1902,lackadaisical,-2
1903,lag,-1
1904,lagged,-2
1905,lagging,-2
1906,lags,-2
1907,lame,-2
1908,landmark,2
1909,lapse,-1
1910,lapsed,-1
1911,laugh,1
1912,laughed,1
1913,laughing,1
1914,laughs,1
1915,laughting,1
1916,launched,1
1917,lawl,3
1918,lawsuit,-2
1919,lawsuits,-2
1920,lazy,-1
1921,leadership,1
1922,leading,2
1923,leak,-1
1924,leaked,-1
1925,leave,-1
1926,legal,1
1927,legally,1
1928,lenient,1
1929,lethal,-2
1930,lethality,-2
1931,lethargic,-2
1932,lethargy,-2
1933,liar,-3
1934,liars,-3
1935,libelous,-2
1936,lied,-2
1937,lifeless,-1
1938,lifesaver,4
1939,lighthearted,1
1940,likable,2
1941,like,2
1942,likeable,2
1943,liked,2
1944,likers,2
1945,likes,2
1946,liking,2
1947,limitation,-1
1948,limited,-1
1949,limits,-1
1950,litigation,-1
1951,litigious,-2
1952,lively,2
1953,livid,-2
1954,lmao,4
1955,lmfao,4
1956,loathe,-3
1957,loathed,-3
1958,loathes,-3
1959,loathing,-3
1960,loathsome,-3
1961,lobbied,-2
1962,lobby,-2
1963,lobbying,-2
1964,lobbyist,-2
1965,lobbyists,-2
1966,lol,3
1967,lolol,4
1968,lololol,4
1969,lolololol,4
1970,lonely,-2
1971,lonesome,-2
1972,longing,-1
1973,lool,3
1974,loom,-1
1975,loomed,-1
1976,looming,-1
1977,looms,-1
1978,loool,3
1979,looool,3
1980,loose,-3
1981,looses,-3
1982,loser,-3
1983,losing,-3
1984,loss,-3
1985,losses,-3
1986,lost,-3
1987,lousy,-2
1988,lovable,3
1989,love,3
1990,loved,3
1991,lovelies,3
1992,lovely,3
1993,loves,3
1994,loving,2
1995,loving-kindness,3
1996,lowest,-1
1997,loyal,3
1998,loyalty,3
1999,luck,3
2000,luckily,3
2001,lucky,3
2002,lucrative,3
2003,ludicrous,-3
2004,lugubrious,-2
2005,lunatic,-3
2006,lunatics,-3
2007,lurk,-1
2008,lurking,-1
2009,lurks,-1
2010,luxury,2
2011,macabre,-2
2012,mad,-3
2013,maddening,-3
2014,made-up,-1
2015,madly,-3
2016,madness,-3
2017,magnificent,3
2018,maladaption,-2
2019,maldevelopment,-2
2020,maltreatment,-2
2021,mandatory,-1
2022,manipulated,-1
2023,manipulating,-1
2024,manipulation,-1
2025,manslaughter,-3
2026,marvel,3
2027,marvelous,3
2028,marvels,3
2029,masterpiece,4
2030,masterpieces,4
2031,matter,1
2032,matters,1
2033,mature,2
2034,meaningful,2
2035,meaningless,-2
2036,medal,3
2037,mediocrity,-3
2038,meditative,1
2039,melancholy,-2
2040,memorable,1
2041,memoriam,-2
2042,menace,-2
2043,menaced,-2
2044,menaces,-2
2045,mercy,2
2046,merry,3
2047,mesmerizing,3
2048,mess,-2
2049,messed,-2
2050,messing up,-2
2051,methodical,2
2052,methodically,2
2053,mindless,-2
2054,miracle,4
2055,mirth,3
2056,mirthful,3
2057,mirthfully,3
2058,misbehave,-2
2059,misbehaved,-2
2060,misbehaves,-2
2061,misbehaving,-2
2062,misbranding,-3
2063,miscast,-2
2064,mischief,-1
2065,mischiefs,-1
2066,misclassified,-2
2067,misclassifies,-2
2068,misclassify,-2
2069,misconduct,-2
2070,misconducted,-2
2071,misconducting,-2
2072,misconducts,-2
2073,miserable,-3
2074,miserably,-3
2075,misery,-2
2076,misfire,-2
2077,misfortune,-2
2078,misgiving,-2
2079,misinformation,-2
2080,misinformed,-2
2081,misinterpreted,-2
2082,mislead,-3
2083,misleaded,-3
2084,misleading,-3
2085,misleads,-3
2086,misplace,-2
2087,misplaced,-2
2088,misplaces,-2
2089,misplacing,-2
2090,mispricing,-3
2091,misread,-1
2092,misreport,-2
2093,misreported,-2
2094,misreporting,-2
2095,misreports,-2
2096,misrepresent,-2
2097,misrepresentation,-2
2098,misrepresentations,-2
2099,misrepresented,-2
2100,misrepresenting,-2
2101,misrepresents,-2
2102,miss,-2
2103,missed,-2
2104,missing,-2
2105,mistake,-2
2106,mistaken,-2
2107,mistakes,-2
2108,mistaking,-2
2109,misunderstand,-2
2110,misunderstanding,-2
2111,misunderstands,-2
2112,misunderstood,-2
2113,misuse,-2
2114,misused,-2
2115,misuses,-2
2116,misusing,-2
2117,moan,-2
2118,moaned,-2
2119,moaning,-2
2120,moans,-2
2121,mock,-2
2122,mocked,-2
2123,mocking,-2
2124,mocks,-2
2125,modernize,2
2126,modernized,2
2127,modernizes,2
2128,modernizing,2
2129,mongering,-2
2130,monopolize,-2
2131,monopolized,-2
2132,monopolizes,-2
2133,monopolizing,-2
2134,monotone,-1
2135,moody,-1
2136,mope,-1
2137,moping,-1
2138,moron,-3
2139,motherfucker,-5
2140,motherfucking,-5
2141,motivate,1
2142,motivated,2
2143,motivating,2
2144,motivation,1
2145,mourn,-2
2146,mourned,-2
2147,mournful,-2
2148,mourning,-2
2149,mourns,-2
2150,muddy,-2
2151,mumpish,-2
2152,murder,-2
2153,murderer,-2
2154,murdering,-3
2155,murderous,-3
2156,murders,-2
2157,murky,-2
2158,myth,-1
2159,n00b,-2
2160,naive,-2
2161,narcissism,-2
2162,nasty,-3
2163,natural,1
2164,naïve,-2
2165,needy,-2
2166,negative,-2
2167,negativity,-2
2168,neglect,-2
2169,neglected,-2
2170,neglecting,-2
2171,neglects,-2
2172,nerves,-1
2173,nervous,-2
2174,nervously,-2
2175,nice,3
2176,nifty,2
2177,niggas,-5
2178,nigger,-5
2179,no,-1
2180,no fun,-3
2181,noble,2
2182,noblest,2
2183,noisy,-1
2184,non-approved,-2
2185,nonsense,-2
2186,noob,-2
2187,nosey,-2
2188,not good,-2
2189,not working,-3
2190,notable,2
2191,noticeable,2
2192,notorious,-2
2193,novel,2
2194,numb,-1
2195,nurturing,2
2196,nuts,-3
2197,obliterate,-2
2198,obliterated,-2
2199,obnoxious,-3
2200,obscene,-2
2201,obscenity,-2
2202,obsessed,2
2203,obsolete,-2
2204,obstacle,-2
2205,obstacles,-2
2206,obstinate,-2
2207,obstruct,-2
2208,obstructed,-2
2209,obstructing,-2
2210,obstruction,-2
2211,obstructs,-2
2212,odd,-2
2213,offence,-2
2214,offences,-2
2215,offend,-2
2216,offended,-2
2217,offender,-2
2218,offending,-2
2219,offends,-2
2220,offense,-2
2221,offenses,-2
2222,offensive,-2
2223,offensively,-2
2224,offline,-1
2225,oks,2
2226,ominous,3
2227,once-in-a-lifetime,3
2228,oops,-2
2229,opportunities,2
2230,opportunity,2
2231,oppressed,-2
2232,oppression,-2
2233,oppressions,-2
2234,oppressive,-2
2235,optimism,2
2236,optimistic,2
2237,optionless,-2
2238,ostracize,-2
2239,ostracized,-2
2240,ostracizes,-2
2241,ouch,-2
2242,outage,-2
2243,outages,-2
2244,outbreak,-2
2245,outbreaks,-2
2246,outcry,-2
2247,outmaneuvered,-2
2248,outnumbered,-2
2249,outrage,-3
2250,outraged,-3
2251,outrageous,-3
2252,outreach,2
2253,outstanding,5
2254,overjoyed,4
2255,overload,-1
2256,overlooked,-1
2257,overprotective,-2
2258,overran,-2
2259,overreact,-2
2260,overreacted,-2
2261,overreacting,-2
2262,overreaction,-2
2263,overreacts,-2
2264,oversell,-2
2265,overselling,-2
2266,oversells,-2
2267,oversight,-1
2268,oversimplification,-2
2269,oversimplified,-2
2270,oversimplifies,-2
2271,oversimplify,-2
2272,oversold,-2
2273,overstatement,-2
2274,overstatements,-2
2275,overweight,-1
2276,overwrought,-3
2277,oxymoron,-1
2278,pain,-2
2279,pained,-2
2280,painful,-2
2281,panic,-3
2282,panicked,-3
2283,panics,-3
2284,paradise,3
2285,paradox,-1
2286,pardon,2
2287,pardoned,2
2288,pardoning,2
2289,pardons,2
2290,parley,-1
2291,passion,1
2292,passionate,2
2293,passive,-1
2294,passively,-1
2295,pathetic,-2
2296,pay,-1
2297,peace,2
2298,peaceful,2
2299,peacefully,2
2300,penalize,-2
2301,penalized,-2
2302,penalizes,-2
2303,penalizing,-2
2304,penalty,-2
2305,pensive,-1
2306,perfect,3
2307,perfected,2
2308,perfection,3
2309,perfectly,3
2310,perfects,2
2311,peril,-2
2312,perjury,-3
2313,perpetrated,-2
2314,perpetrator,-2
2315,perpetrators,-2
2316,perplexed,-2
2317,persecute,-2
2318,persecuted,-2
2319,persecutes,-2
2320,persecuting,-2
2321,perturbed,-2
2322,pervert,-3
2323,pesky,-2
2324,pessimism,-2
2325,pessimistic,-2
2326,petrified,-2
2327,philanthropy,2
2328,phobic,-2
2329,picturesque,2
2330,pileup,-1
2331,pillage,-2
2332,pique,-2
2333,piqued,-2
2334,piss,-4
2335,pissed,-4
2336,pissing,-3
2337,piteous,-2
2338,pitied,-1
2339,pity,-2
2340,plague,-3
2341,plagued,-3
2342,plagues,-3
2343,plaguing,-3
2344,playful,2
2345,pleasant,3
2346,please,1
2347,pleased,3
2348,pleasurable,3
2349,pleasure,3
2350,plodding,-2
2351,poignant,2
2352,pointless,-2
2353,poised,-2
2354,poison,-2
2355,poisoned,-2
2356,poisons,-2
2357,polished,2
2358,polite,2
2359,politeness,2
2360,pollutant,-2
2361,pollute,-2
2362,polluted,-2
2363,polluter,-2
2364,polluters,-2
2365,pollutes,-2
2366,pollution,-2
2367,poor,-2
2368,poorer,-2
2369,poorest,-2
2370,poorly,-2
2371,popular,3
2372,popularity,3
2373,positive,2
2374,positively,2
2375,possessive,-2
2376,post-traumatic,-2
2377,postpone,-1
2378,postponed,-1
2379,postpones,-1
2380,postponing,-1
2381,poverty,-1
2382,powerful,2
2383,powerless,-2
2384,praise,3
2385,praised,3
2386,praises,3
2387,praising,3
2388,pray,1
2389,praying,1
2390,prays,1
2391,prblm,-2
2392,prblms,-2
2393,predatory,-2
2394,prepared,1
2395,pressure,-1
2396,pressured,-2
2397,pretend,-1
2398,pretending,-1
2399,pretends,-1
2400,pretty,1
2401,prevent,-1
2402,prevented,-1
2403,preventing,-1
2404,prevents,-1
2405,prick,-5
2406,prison,-2
2407,prisoner,-2
2408,prisoners,-2
2409,privileged,2
2410,proactive,2
2411,problem,-2
2412,problems,-2
2413,profit,2
2414,profitable,2
2415,profiteer,-2
2416,profits,2
2417,progress,2
2418,prohibit,-1
2419,prohibits,-1
2420,prominent,2
2421,promise,1
2422,promised,1
2423,promises,1
2424,promote,1
2425,promoted,1
2426,promotes,1
2427,promoting,1
2428,promptly,1
2429,propaganda,-2
2430,prosecute,-1
2431,prosecuted,-2
2432,prosecutes,-1
2433,prosecution,-1
2434,prospect,1
2435,prospects,1
2436,prosperity,3
2437,prosperous,3
2438,protect,1
2439,protected,1
2440,protects,1
2441,protest,-2
2442,protesters,-2
2443,protesting,-2
2444,protests,-2
2445,proud,2
2446,proudly,2
2447,provoke,-1
2448,provoked,-1
2449,provokes,-1
2450,provoking,-1
2451,prudence,2
2452,pseudoscience,-3
2453,psychopathic,-2
2454,punish,-2
2455,punished,-2
2456,punishes,-2
2457,punishing,-2
2458,punitive,-2
2459,pure,1
2460,purest,1
2461,purposeful,2
2462,pushy,-1
2463,puzzled,-2
2464,quaking,-2
2465,qualities,2
2466,quality,2
2467,questionable,-2
2468,questioned,-1
2469,questioning,-1
2470,racism,-3
2471,racist,-3
2472,racists,-3
2473,rage,-2
2474,rageful,-2
2475,rainy,-1
2476,rant,-3
2477,ranter,-3
2478,ranters,-3
2479,rants,-3
2480,rape,-4
2481,raped,-4
2482,rapist,-4
2483,rapture,2
2484,raptured,2
2485,raptures,2
2486,rapturous,4
2487,rash,-2
2488,ratified,2
2489,reach,1
2490,reached,1
2491,reaches,1
2492,reaching,1
2493,reassure,1
2494,reassured,1
2495,reassures,1
2496,reassuring,2
2497,rebel,-2
2498,rebellion,-2
2499,rebels,-2
2500,recession,-2
2501,reckless,-2
2502,recognition,2
2503,recommend,2
2504,recommended,2
2505,recommends,2
2506,redeemed,2
2507,refine,1
2508,refined,1
2509,refines,1
2510,refreshingly,2
2511,refuse,-2
2512,refused,-2
2513,refuses,-2
2514,refusing,-2
2515,regret,-2
2516,regretful,-2
2517,regrets,-2
2518,regretted,-2
2519,regretting,-2
2520,reigning,1
2521,reject,-1
2522,rejected,-1
2523,rejecting,-1
2524,rejection,-2
2525,rejects,-1
2526,rejoice,4
2527,rejoiced,4
2528,rejoices,4
2529,rejoicing,4
2530,relaxed,2
2531,relentless,-1
2532,reliability,2
2533,reliable,2
2534,reliably,2
2535,reliant,2
2536,relieve,1
2537,relieved,2
2538,relieves,1
2539,relieving,2
2540,relishing,2
2541,remarkable,2
2542,remorse,-2
2543,repellent,-2
2544,repercussion,-2
2545,repercussions,-2
2546,reprimand,-2
2547,reprimanded,-2
2548,reprimanding,-2
2549,reprimands,-2
2550,repulse,-1
2551,repulsed,-2
2552,repulsive,-2
2553,rescue,2
2554,rescued,2
2555,rescues,2
2556,resentful,-2
2557,resign,-1
2558,resigned,-1
2559,resigning,-1
2560,resigns,-1
2561,resolute,2
2562,resolution,2
2563,resolve,2
2564,resolved,2
2565,resolves,2
2566,resolving,2
2567,respect,2
2568,respected,2
2569,respects,2
2570,responsibility,1
2571,responsible,2
2572,responsive,2
2573,restful,2
2574,restless,-2
2575,restore,1
2576,restored,1
2577,restores,1
2578,restoring,1
2579,restrict,-2
2580,restricted,-2
2581,restricting,-2
2582,restriction,-2
2583,restrictive,-1
2584,restricts,-2
2585,retained,-1
2586,retard,-2
2587,retarded,-2
2588,retreat,-1
2589,revenge,-2
2590,revengeful,-2
2591,revered,2
2592,revive,2
2593,revives,2
2594,revolting,-2
2595,reward,2
2596,rewarded,2
2597,rewarding,2
2598,rewards,2
2599,rich,2
2600,richly,2
2601,ridiculous,-3
2602,rig,-1
2603,rigged,-1
2604,right direction,3
2605,righteousness,2
2606,rightful,2
2607,rightfully,2
2608,rigorous,3
2609,rigorously,3
2610,riot,-2
2611,riots,-2
2612,rise,1
2613,rises,1
2614,risk,-2
2615,risks,-2
2616,risky,-2
2617,riveting,3
2618,rob,-2
2619,robber,-2
2620,robed,-2
2621,robing,-2
2622,robs,-2
2623,robust,2
2624,rofl,4
2625,roflcopter,4
2626,roflmao,4
2627,romance,2
2628,romantical,2
2629,romantically,2
2630,rose,1
2631,rotfl,4
2632,rotflmfao,4
2633,rotflol,4
2634,rotten,-3
2635,rude,-2
2636,ruin,-2
2637,ruined,-2
2638,ruining,-2
2639,ruins,-2
2640,sabotage,-2
2641,sad,-2
2642,sadden,-2
2643,saddened,-2
2644,sadly,-2
2645,safe,1
2646,safely,1
2647,safer,2
2648,safety,1
2649,salient,1
2650,salute,2
2651,saluted,2
2652,salutes,2
2653,saluting,2
2654,salvation,2
2655,sappy,-1
2656,sarcastic,-2
2657,satisfied,2
2658,savange,-2
2659,savanges,-2
2660,save,2
2661,saved,2
2662,savings,1
2663,scam,-2
2664,scams,-2
2665,scandal,-3
2666,scandalous,-3
2667,scandals,-3
2668,scapegoat,-2
2669,scapegoats,-2
2670,scare,-2
2671,scared,-2
2672,scar,-2
2673,scars,-2
2674,scary,-2
2675,sceptical,-2
2676,scold,-2
2677,scoop,3
2678,scorn,-2
2679,scornful,-2
2680,scream,-2
2681,screamed,-2
2682,screaming,-2
2683,screams,-2
2684,screwed,-2
2685,screwed up,-3
2686,scum,-3
2687,scumbag,-4
2688,seamless,2
2689,seamlessly,2
2690,secure,2
2691,secured,2
2692,secures,2
2693,sedition,-2
2694,seditious,-2
2695,seduced,-1
2696,self-abuse,-2
2697,self-confident,2
2698,self-contradictory,-2
2699,self-deluded,-2
2700,selfish,-3
2701,selfishness,-3
2702,sentence,-2
2703,sentenced,-2
2704,sentences,-2
2705,sentencing,-2
2706,serene,2
2707,settlement,1
2708,settlements,1
2709,severe,-2
2710,severely,-2
2711,sexist,-2
2712,sexistic,-2
2713,sexy,3
2714,shaky,-2
2715,shame,-2
2716,shamed,-2
2717,shameful,-2
2718,share,1
2719,shared,1
2720,shares,1
2721,shattered,-2
2722,shit,-4
2723,shithead,-4
2724,shitty,-3
2725,shock,-2
2726,shocked,-2
2727,shocking,-2
2728,shocks,-2
2729,shoody,-2
2730,shoot,-1
2731,short-sighted,-2
2732,short-sightedness,-2
2733,shortage,-2
2734,shortages,-2
2735,shrew,-4
2736,shy,-1
2737,sick,-2
2738,sickness,-2
2739,side-effect,-2
2740,side-effects,-2
2741,sigh,-2
2742,significance,1
2743,significant,1
2744,silencing,-1
2745,silly,-1
2746,simplicity,1
2747,sin,-2
2748,sincere,2
2749,sincerely,2
2750,sincerest,2
2751,sincerity,2
2752,sinful,-3
2753,singleminded,-2
2754,sinister,-2
2755,sins,-2
2756,skeptic,-2
2757,skeptical,-2
2758,skepticism,-2
2759,skeptics,-2
2760,slam,-2
2761,slash,-2
2762,slashed,-2
2763,slashes,-2
2764,slashing,-2
2765,slave,-3
2766,slavery,-3
2767,slaves,-3
2768,sleeplessness,-2
2769,slick,2
2770,slicker,2
2771,slickest,2
2772,slip,-1
2773,sloppy,-2
2774,sluggish,-2
2775,slumping,-1
2776,slut,-5
2777,smart,1
2778,smarter,2
2779,smartest,2
2780,smear,-2
2781,smile,2
2782,smiled,2
2783,smiles,2
2784,smiling,2
2785,smog,-2
2786,smuggle,-2
2787,smuggled,-2
2788,smuggling,-2
2789,smuggles,-2
2790,sneaky,-1
2791,sneeze,-2
2792,sneezed,-2
2793,sneezes,-2
2794,sneezing,-2
2795,snub,-2
2796,snubbed,-2
2797,snubbing,-2
2798,snubs,-2
2799,sobering,1
2800,solemn,-1
2801,solid,2
2802,solidarity,2
2803,solidified,2
2804,solidifies,2
2805,solidify,2
2806,solidifying,2
2807,solution,1
2808,solutions,1
2809,solve,1
2810,solved,1
2811,solves,1
2812,solving,1
2813,somber,-2
2814,some kind,0
2815,son-of-a-bitch,-5
2816,soothe,3
2817,soothed,3
2818,soothing,3
2819,sophisticated,2
2820,sore,-1
2821,sorrow,-2
2822,sorrowful,-2
2823,sorry,-1
2824,spacious,1
2825,spam,-2
2826,spammer,-3
2827,spammers,-3
2828,spamming,-2
2829,spark,1
2830,sparkle,3
2831,sparkles,3
2832,sparkling,3
2833,spearhead,2
2834,speculative,-2
2835,spirit,1
2836,spirited,2
2837,spiritless,-2
2838,spiteful,-2
2839,splendid,3
2840,spoiled,-2
2841,spoilt,-2
2842,spotless,2
2843,sprightly,2
2844,squander,-2
2845,squandered,-2
2846,squandering,-2
2847,squanders,-2
2848,squelched,-1
2849,stab,-2
2850,stabbed,-2
2851,stable,2
2852,stabs,-2
2853,stall,-2
2854,stalled,-2
2855,stalling,-2
2856,stamina,2
2857,stampede,-2
2858,stank,-2
2859,startled,-2
2860,startling,3
2861,starve,-2
2862,starved,-2
2863,starves,-2
2864,starving,-2
2865,steadfast,2
2866,steal,-2
2867,stealing,-2
2868,steals,-2
2869,stereotype,-2
2870,stereotyped,-2
2871,stifled,-1
2872,stimulate,1
2873,stimulated,1
2874,stimulates,1
2875,stimulating,2
2876,stingy,-2
2877,stink,-2
2878,stinked,-2
2879,stinker,-2
2880,stinking,-2
2881,stinks,-2
2882,stinky,-2
2883,stole,-2
2884,stolen,-2
2885,stop,-1
2886,stopped,-1
2887,stopping,-1
2888,stops,-1
2889,stout,2
2890,straight,1
2891,strange,-1
2892,strangely,-1
2893,strangled,-2
2894,strength,2
2895,strengthen,2
2896,strengthened,2
2897,strengthening,2
2898,strengthens,2
2899,strengths,2
2900,stress,-1
2901,stressed,-2
2902,stressor,-2
2903,stressors,-2
2904,stricken,-2
2905,strike,-1
2906,strikers,-2
2907,strikes,-1
2908,strong,2
2909,stronger,2
2910,strongest,2
2911,struck,-1
2912,struggle,-2
2913,struggled,-2
2914,struggles,-2
2915,struggling,-2
2916,stubborn,-2
2917,stuck,-2
2918,stunned,-2
2919,stunning,4
2920,stupid,-2
2921,stupidity,-3
2922,stupidly,-2
2923,suave,2
2924,subpoena,-2
2925,substantial,1
2926,substantially,1
2927,subversive,-2
2928,succeed,3
2929,succeeded,3
2930,succeeding,3
2931,succeeds,3
2932,success,2
2933,successful,3
2934,successfully,3
2935,suck,-3
2936,sucks,-3
2937,sue,-2
2938,sued,-2
2939,sueing,-2
2940,sues,-2
2941,suffer,-2
2942,suffered,-2
2943,sufferer,-2
2944,sufferers,-2
2945,suffering,-2
2946,suffers,-2
2947,suicidal,-2
2948,suicide,-2
2949,suicides,-2
2950,suing,-2
2951,suitable,2
2952,suited,2
2953,sulking,-2
2954,sulky,-2
2955,sullen,-2
2956,sunshine,2
2957,super,3
2958,superb,5
2959,superior,2
2960,support,2
2961,supported,2
2962,supporter,1
